source_row_number,sample_id,alternative_id,source_publication_label,source_dataset_label,country,site_or_location,latitude,longitude,date_median_year_ce,lineage_focus,s1_visible_comparator,s1_marker_role,coordinate_status,coordinate_source,within_s1_map_bounds,within_s1_temporal_window,publication_label_review_ready,dataset_label_review_ready,elevation_cross_reference_status,visible_assignment_audit,point_audit_status,failed_checks,claim_boundary
411,BBC002,BBC002.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,other,No,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
412,BBC003,BBC003.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,other,No,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
413,BBC004,BBC004.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
414,BBC005,BBC005.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,other,No,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
415,BBC006,BBC006.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,other,No,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
416,BBC008,BBC008.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
417,BBC009,BBC009.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
418,BBC010,BBC010.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,other,No,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
419,BBC011,BBC011.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,other,No,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
420,BBC012,BBC012.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
421,BBC013,BBC013.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,other,No,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
422,BBC014,BBC014.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,other,No,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
423,BBC015,BBC015.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
424,BBC016,BBC016.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,other,No,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
425,BBC017,BBC017.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
426,BBC018,BBC018.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
427,BBC019,BBC019.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
428,BBC020,BBC020.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,other,No,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
429,BBC021,BBC021.A0301,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
430,BBC022,BBC022.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
431,BBC024,BBC024.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
432,BBC026,BBC026.B0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,other,No,Background ancient-DNA sample point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
433,BBC027,BBC027.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
434,BBC029,BBC029.A0101,"Gretzinger et al., Nature 2025","Gretzinger et al., Nature 2025 Supplementary Table S1",Croatia,Bubi's cave,45.34,15.47,275.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source approximate site coordinate,Gretzinger et al. 2025 Supplementary Table S1 approximate site coordinate,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
