evidence_layer,sample_or_terminal,site_or_locality,region,latitude,longitude,elevation_m,elevation_band,date_median_year_ce,lineage_focus,visible_comparator,source_dataset_label,source_publication_label,source_trace,claim_boundary
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC017,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,J2b,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC018,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,J2b,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC019,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,J2b,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC021,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,G2a,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC022,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,G2a,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC024,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,G2a,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC027,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,J2b,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC029,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,J2b,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC031,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,G2a,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC032,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,J2b,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC033,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,G2a,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC034,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,G2a,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,BBC038,Bubi's cave,not applicable,45.34,15.47,188.0,0-199 m,275.0,E-V13,Yes,"Gretzinger et al., Nature 2025 Supplementary Table S1","Gretzinger et al., Nature 2025",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I26776,"Poliklinika, Zadar",not applicable,44.1092,15.230634,13.0,0-199 m,300.0,R1b,Yes,"Olalde et al., Cell 2023 Data S2 Table 1","Olalde et al., Cell 2023",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I26897,Gardun,not applicable,43.602409,16.715252,407.0,200-499 m,500.0,R1b,Yes,"Olalde et al., Cell 2023 Data S2 Table 1","Olalde et al., Cell 2023",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,E3910,Ljubač Nekropola Venac,not applicable,44.26055,15.29534,12.0,0-199 m,-650.0,R1b,Yes,"Marjanovic et al., Genes 2026 Supplementary Table S1","Marjanovic et al., Genes 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,E3911,Ljubač Nekropola Venac,not applicable,44.26055,15.29534,12.0,0-199 m,-650.0,R1b,Yes,"Marjanovic et al., Genes 2026 Supplementary Table S1","Marjanovic et al., Genes 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,E3916,Ljubač_Tumul 4,not applicable,44.26055,15.29534,12.0,0-199 m,-1600.0,J2b,Yes,"Marjanovic et al., Genes 2026 Supplementary Table S1","Marjanovic et al., Genes 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,E3923,Torine,not applicable,44.0268,15.39489,126.0,0-199 m,-650.0,J2b,Yes,"Marjanovic et al., Genes 2026 Supplementary Table S1","Marjanovic et al., Genes 2026",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,JAG06,"Jagodnjak-Krcevine, Osijek, Croatia",not applicable,45.687,18.506,90.0,0-199 m,-1700.0,G2a,Yes,"Freilich et al., Scientific Reports 2021 supplementary source table","Freilich et al., Scientific Reports 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I26726,Gudnja cave,not applicable,42.833333,17.7,13.0,0-199 m,-1461.0,J2b,Yes,"Patterson et al., Nature 2021 supplementary source table","Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I26735,Osijek (Vojarna/Faculty of Education),not applicable,45.55101,18.746617,91.0,0-199 m,-100.0,R1b,Yes,"Patterson et al., Nature 2021 supplementary source table","Patterson et al., Nature 2021",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Visible E-V13/J2b/R1b/G2a ancient-DNA comparator sample rows,I19032,Cetina Valley,not applicable,43.967224,16.432671,382.0,200-499 m,-1800.0,J2b,Yes,"Lazaridis et al., Science 2022 source data table","Lazaridis et al., Science 2022",Visible-comparator subset from plotted-point source row; BBC018 and BBC038 explicit assignments retained from audited plotted-point layer,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Branch-derived PH908 relic-footprint locality rows,FT407280,Gornji Petrovici/Bosanska Krupa,Bosanska Krajina,44.8673801,16.248461,375.0,200-499 m,not applicable,I-PH908,not applicable,Supplement-derived PH908 branch-structure locality layer,Supplementary PH908 branch-structure audit table,"Branch-derived relic-footprint locality source row; terminal, locality, coordinates, and elevation rechecked against Table 22","Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Branch-derived PH908 relic-footprint locality rows,FTB12377,Branesci Donji/Celinac,Bosanska Krajina,44.7845621,17.5489684,232.0,200-499 m,not applicable,I-PH908,not applicable,Supplement-derived PH908 branch-structure locality layer,Supplementary PH908 branch-structure audit table,"Branch-derived relic-footprint locality source row; terminal, locality, coordinates, and elevation rechecked against Table 22","Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
